,Destination,Out Date,Out Duration,Out Stops,Out Time,Company names,Price,Url,timestamp
0,63cy,2022-08-13,6t. 35min. ,1 stop ATH ,12:35–20:10,Aegean Airlines,"
710 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.OpE0eUgMt9vBDARZyLA7ng.10088.5b2ef11fcc741e56f573d636b1cef48f&h=e3517b2e359e&sub=E-198faba617b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0,20220506-2332
1,63cy,2022-08-13,9t. 30min. ,1 stop ATH ,12:35–23:05,Aegean Airlines,"
710 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.OpE0eUgMt9vBDARZyLA7ng.10088.e95539dbc0dfdd7228493a69654ed652&h=1dac381db0c3&sub=E-198faba617b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1,20220506-2332
2,63cy,2022-08-13,11t. 45min. ,1 stop ATH ,12:35–01:20+1,Aegean Airlines,"
710 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.OpE0eUgMt9vBDARZyLA7ng.10088.4799e1b96bf1fbf0dcd0b54b22f26c2f&h=ed31da781841&sub=E-198faba617b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2,20220506-2332
3,63cy,2022-08-13,5t. 50min. ,1 stop ZRH ,20:00–02:50+1,SWISS,"
2.143 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.k__A2aLI5Kc.30448.0dd129eb5e94e9cab466fc4cff934694&h=ef4aa8f91c45&sub=E-1f00442dadf&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M3,20220506-2332
4,63cy,2022-08-13,20t. 00min. ,1 stop ATH ,12:35–09:35+1,Aegean Airlines,"
1.087 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.9lYSaCmVMIfX5HxgfjXj60KjG3h1fuZ4.15436.298d9cfa12c83778df11e73527c21e49&h=1759a5e9f0f5&sub=E-1fb6840c210&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4,20220506-2332
5,63cy,2022-08-13,16t. 25min. ,1 stop ZRH ,09:25–02:50+1,SWISS,"
1.427 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.oRBcnhZp0hVFj024N3_sTg.20275.1f8dc9831d27bd5289d177c62edf5023&h=d24c298263c4&sub=E-1674cc5ab77&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5,20220506-2332
6,63cy,2022-08-13,14t. 10min. ,1 stop HEL ,19:15–10:25+1,Finnair,"
1.520 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4._EXVo5H1FyPBDARZyLA7ng.21596.ebcf6c462dd1da40ffb28f7829918942&h=95e8399a4ada&sub=E-197c53de357&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6,20220506-2332
7,63cy,2022-08-13,7t. 40min. ,"2 stop MUC, ATH ",06:10–14:50,Aegean Airlines,"
2.211 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.B02yaTe2fq4.31414.1d31af83a40b42efeae7c16476e816b8&h=83632e719674&sub=E-13c2cdac7f9&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7,20220506-2332
8,63cy,2022-08-13,10t. 55min. ,"2 stop MUC, ATH ",06:10–18:05,Aegean Airlines,"
2.211 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.B02yaTe2fq4.31414.23ac2861ca5382ee5a7f1f7b4981d245&h=ec8c4138bfc0&sub=E-13c2cdac7f9&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8,20220506-2332
9,63cy,2022-08-13,10t. 55min. ,"2 stop MUC, ATH ",06:10–18:05,Aegean Airlines,"
2.211 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.B02yaTe2fq4.31414.be77cb2dcf377558b33fe5ea71e5e403&h=0774c6bdc9dc&sub=E-13c2cdac7f9&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9,20220506-2332
10,63cy,2022-08-13,8t. 15min. ,"2 stop MUC, ATH ",08:50–18:05,Aegean Airlines,"
2.262 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.B02yaTe2fq4.32138.94e79ad700cafc1ef48e94dd6faf9daa&h=561bc4e75a3e&sub=E-13c2cdac7f9&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10,20220506-2332
11,63cy,2022-08-13,10t. 20min. ,"2 stop MUC, ATH ",08:50–20:10,Aegean Airlines,"
2.262 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.B02yaTe2fq4.32138.996955b661ecf60a7ac96bc63a0f5f9e&h=21e2d3530a1b&sub=E-13c2cdac7f9&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11,20220506-2332
12,63cy,2022-08-13,9t. 25min. ,"2 stop FRA, ATH ",14:55–01:20+1,Aegean Airlines,"
2.381 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.B02yaTe2fq4.33829.95e0c4d5651faf56d03d806ed0524b85&h=43c98aba6ebd&sub=E-13c2cdac7f9&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12,20220506-2332
13,63cy,2022-08-13,6t. 05min. ,1 stop FRA ,19:15–02:20+1,Lufthansa,"
2.430 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.ZO8uPiOYZs0.34525.4225af727b1b004e159648ddf92390b2&h=51d7e4b93e1b&sub=E-1c9d07b710e&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13,20220506-2332
14,63cy,2022-08-13,7t. 40min. ,1 stop MUC ,06:10–14:50,Lufthansa,"
2.470 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.ZO8uPiOYZs0.35094.554b64c40e6c982d5013920bfc4cd90c&h=b0098163094e&sub=E-1c9d07b710e&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14,20220506-2332
15,63cy,2022-08-13,9t. 20min. ,"2 stop OSL, ARN ",09:20–19:40,Norwegian,"
1.497 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.tb4DAgHpn3sEdn9PX-8xhQ.21262.89e211eb2657f3ea9752f08b7e6ffeb7&h=c81208c3815c&sub=E-1160372596a&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M16,20220506-2332
16,63cy,2022-08-13,7t. 40min. ,"2 stop MUC, ATH ",06:10–14:50,Aegean Airlines,"
2.183 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.tb4DAgHpn3sEdn9PX-8xhQ.31016.1d31af83a40b42efeae7c16476e816b8&h=aa48912e7a61&sub=E-1189fc906d1&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M17,20220506-2332
17,63cy,2022-08-13,6t. 05min. ,1 stop FRA ,19:15–02:20+1,Lufthansa,"
2.343 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.e60g2LFm7BOKtDGeeN0IhQ.33289.4225af727b1b004e159648ddf92390b2&h=5f89f900880b&sub=E-12504c486fe&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M18,20220506-2332
18,63cy,2022-08-13,7t. 40min. ,1 stop MUC ,06:10–14:50,Lufthansa,"
2.379 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.iQv-fVD2M68vemUm8g9gjQ.33788.554b64c40e6c982d5013920bfc4cd90c&h=143f06713327&sub=E-1d5a942ca8c&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M19,20220506-2332
19,63cy,2022-08-13,6t. 05min. ,1 stop VIE ,17:35–00:40+1,Austrian Airlines,"
2.497 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.iQv-fVD2M68vemUm8g9gjQ.35469.5c84a446904e182cb815899dd509d079&h=77177da9d88a&sub=E-1f96f6554b8&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M20,20220506-2332
20,63cy,2022-08-13,6t. 05min. ,1 stop FRA ,19:15–02:20+1,"SAS, Lufthansa","
2.545 kr. ",https://kayak.dk/book/flight?code=SiCCi2FbK4.7e2QikHpsTMDzQq2dWkU9A.36153.9d74a642c291eb4069718864b21005ed&h=3e1c90105d64&sub=E-1b967d7fc76&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M21,20220506-2332
