,Destination,Out Date,Out Duration,Out Stops,Out Time,Company names,Price,Url,timestamp
0,63cy,2022-07-19,8t. 15min. ,1 stop RIX ,14:55–00:10+1,"airBaltic, Ryanair","
844 kr. ",https://kayak.dk/s/clickthrough.jsp?ctyp=SponsoredResultAdBooking&ptyp=F&orig=F..RP..M1&plid=9965447&pid=MyTrip_FSR_da_DK&prv=MyTrip_FSR_da_DK&srch=SgAiLevpCV&ploc=da_DK&atype=SponsoredResult&prc=844.00&cpnid=7073550&xpExt=&aidExt=&lid=MyTrip_FSR_da_DK-SgAiLevpCV&qorig=Airport:CPH&octid=&qdest=Airport:LCA&qstart=1658203200000&qend=1658203200000&qtravelers=2&qrooms=0&qow=true&qfcc=e&qdctid=32005&qdac=LCA&qshour=-1&qehour=-1&qns=false&qnearby=0&qnearbyo=false&qnearbyd=false&pj=fEOIOOjpbH4OJ1TGW57whw==&ah=A8p6ujn2c2hZsaeod_GHcJroRyxfnH6PMajm0FPuGGI&resid=3dfd59223288c9a9efc850cb2a7aa813&bookid=E-1ea8b5d1202&seekProv=SEAT24&trueProv=SEAT24&fid=&rank=1&stid=&qadults=2&qchild=0&_sid_=R-421Evi_W1GhnT9PrAWqrc-KVCOFGa2QTcIFuHRBCEWT3dCljR7ufHVi1jbWlzg4&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1,20220506-2230
1,63cy,2022-07-19,8t. 15min. ,1 stop RIX ,14:55–00:10+1,"airBaltic, Ryanair","
819 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.FTZUJ6SC9iEmFcdAejOqIg.11637.3dfd59223288c9a9efc850cb2a7aa813&h=13ccfc33b4cb&_kw_pbranded=true&sub=E-1622230267f&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0,20220506-2230
2,63cy,2022-07-19,6t. 00min. ,1 stop ARN ,19:00–02:00+1,Norwegian,"
1.587 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.aXx7J4vJD0cDzQq2dWkU9A.22548.26933f9139b4096569ef75cf5cfa0fa5&h=9b4399eb3221&sub=E-180ffab0a64&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1,20220506-2230
3,63cy,2022-07-19,6t. 50min. ,1 stop AMM ,15:55–23:45,Royal Jordanian,"
1.747 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.ZheJHZqHLmzKJvcpKN_waA.24813.bd3b3b8f74e6853ddebb0437292d366a&h=239cc5a87294&sub=E-1806b77a48b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2,20220506-2230
4,63cy,2022-07-19,5t. 55min. ,1 stop PRG ,16:00–22:55,"Eurowings, Czech Airlines","
1.668 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.47F3EeHCWiIEdn9PX-8xhQ.23692.a0b66f87dcf97cb195ff18949b836f51&h=0fd94a520b0f&sub=E-1db6f97c17c&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M3,20220506-2230
5,63cy,2022-07-19,7t. 40min. ,1 stop HEL ,12:25–21:05,Finnair,"
1.669 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV._EXVo5H1FyPBDARZyLA7ng.23713.03bf0bbcabf9702c5aa8551cf444cb39&h=c5a93b76fc00&sub=E-197c53de357&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4,20220506-2230
6,63cy,2022-07-19,6t. 45min. ,1 stop DUS ,09:30–17:15,Eurowings,"
1.745 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.tb4DAgHpn3sEdn9PX-8xhQ.24786.a88e394a3f8400983243ab72fecaf37e&h=7eb4c6a63ece&sub=E-1189fc906d1&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5,20220506-2230
7,63cy,2022-07-19,10t. 55min. ,1 stop OTP ,21:30–09:25+1,"Wizz Air, Blue Air","
845 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.eNCwACMVOeJpd4CyPwn0EI6M4XD8KcmF.12006.64979b08c05c4be726f987f2946a3099&h=8cb5be94b161&sub=E-15e20529e1b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6,20220506-2230
8,63cy,2022-07-19,11t. 45min. ,1 stop ATH ,12:35–01:20+1,Aegean Airlines,"
1.273 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.18wgSzIaLAlgpzrTH2pViLaYAeeTFjgE.18087.890c8c88c0786e0d96b53e087ec8c4df&h=d573c15338db&sub=E-1a5dd732813&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7,20220506-2230
9,63cy,2022-07-19,9t. 40min. ,"2 stop ARN, WMI ",13:00–23:40,"SAS, Ryanair","
1.342 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.FTZUJ6SC9iEmFcdAejOqIg.19060.5911bd1314a59f5a6897a9bb3a6eeaf5&h=8a1c74814b27&_kw_pbranded=true&sub=E-157a97bf000&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8,20220506-2230
10,63cy,2022-07-19,8t. 15min. ,1 stop RIX ,14:55–00:10+1,"SAS, Ryanair","
1.476 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.eNCwACMVOeJpd4CyPwn0EI6M4XD8KcmF.20971.3ccf82ce01062d7265cc108d1b176b42&h=0daecca695a8&sub=E-16dacc069bf&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9,20220506-2230
11,63cy,2022-07-19,9t. 25min. ,1 stop OSL ,09:20–19:45,Norwegian,"
1.778 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.tb4DAgHpn3sEdn9PX-8xhQ.25262.a2f7537b31e0a3beb5423212a47bce16&h=46fba71cdfe6&sub=E-12cdb5aacda&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10,20220506-2230
12,63cy,2022-07-19,6t. 35min. ,1 stop ATH ,12:35–20:10,Aegean Airlines,"
2.173 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.tb4DAgHpn3sEdn9PX-8xhQ.30874.59e678cec56dc899caf498ac9f1bd012&h=be5a5bb6e107&sub=E-1189fc906d1&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11,20220506-2230
13,63cy,2022-07-19,13t. 20min. ,"2 stop OSL-TRF, WMI ",09:20–23:40,"Norwegian, Ryanair","
921 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.FTZUJ6SC9iEmFcdAejOqIg.13086.65e8c48d83122b115dcd04922980d791&h=3bd0a3be833c&_kw_pbranded=true&sub=E-19c1f7b5e88&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12,20220506-2230
14,63cy,2022-07-19,13t. 20min. ,"2 stop WAW, OTP ",07:00–21:20,"LOT, Blue Air","
1.031 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.47F3EeHCWiIEdn9PX-8xhQ.14649.73fc0a2c48526993742aceba9ca80735&h=a293f46a9668&sub=E-1db6f97c17c&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13,20220506-2230
15,63cy,2022-07-19,13t. 20min. ,"2 stop WAW, OTP ",07:00–21:20,"LOT, Blue Air","
1.046 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.eNCwACMVOeJpd4CyPwn0EI6M4XD8KcmF.14862.3a58bb55c9752acfb73b35de51f8ab76&h=d3c99be519ca&sub=E-15e20529e1b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14,20220506-2230
16,63cy,2022-07-19,13t. 15min. ,"2 stop OSL-TRF, WMI ",09:25–23:40,"Flyr AS, Ryanair","
1.134 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.FTZUJ6SC9iEmFcdAejOqIg.16112.01d30e4804ea993120ebce6fae986c75&h=9f367264340b&_kw_pbranded=true&sub=E-157a97bf000&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15,20220506-2230
17,63cy,2022-07-19,12t. 25min. ,"3 stop GDN, WAW, ... ",07:55–21:20,Flere flyselskaber,"
1.153 kr. ",https://kayak.dk/book/flight?code=SgAiLevpCV.47F3EeHCWiIEdn9PX-8xhQ.16382.d7106c6ef2de970286246018a31c94e1&h=ef017df6ac5b&sub=E-1cbc5e05294&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M16,20220506-2230
