,Destination,Out Date,Out Duration,Out Stops,Out Time,Company names,Price,Url,timestamp
0,63cy,2022-07-17,21t. 45min. ,1 stop WAW ,12:45–11:30+1,Wizz Air,"
795 kr. ",https://kayak.dk/s/clickthrough.jsp?ctyp=SponsoredResultAdBooking&ptyp=F&orig=F..RP..M2&plid=9965447&pid=MyTrip_FSR_da_DK&prv=MyTrip_FSR_da_DK&srch=SfDifPla15&ploc=da_DK&atype=SponsoredResult&prc=795.00&cpnid=7073550&xpExt=&aidExt=&lid=MyTrip_FSR_da_DK-SfDifPla15&qorig=Airport:CPH&octid=&qdest=Airport:LCA&qstart=1658030400000&qend=1658030400000&qtravelers=2&qrooms=0&qow=true&qfcc=e&qdctid=32005&qdac=LCA&qshour=-1&qehour=-1&qns=false&qnearby=0&qnearbyo=false&qnearbyd=false&pj=fEOIOOjpbH4OJ1TGW57whw==&ah=1oCeEU9Gaxoers23JnXhvy2twXtHfWyPeVd8v7P5V5w&resid=e8e46bfb16bbbb5fc377f20f7f2b4c4c&bookid=E-1189fc906d1&seekProv=SEAT24&trueProv=SEAT24&fid=&rank=2&stid=&qadults=2&qchild=0&_sid_=R-4n$Trf1L$1Q_ojDYZi8Jf-v_z2LILVCM1m8ZqglhlCPVjkhldfOZoz4ABKZqPS1&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1,20220506-2201
1,63cy,2022-07-17,4t. 05min. ,direkte ,20:35–01:40+1,Wizz Air,"
1.816 kr. ",https://kayak.dk/book/flight?code=SfDifPla15.e60g2LFm7BOKtDGeeN0IhQ.25802.f0af1889c7ef5725de20259432a05f17&h=08325f57278e&sub=E-130252be3ea&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0,20220506-2201
2,63cy,2022-07-17,21t. 45min. ,1 stop WAW ,12:45–11:30+1,Wizz Air,"
754 kr. ",https://kayak.dk/book/flight?code=SfDifPla15.47F3EeHCWiIEdn9PX-8xhQ.10706.e8e46bfb16bbbb5fc377f20f7f2b4c4c&h=ba0824b83391&sub=E-1db6f97c17c&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1,20220506-2201
3,63cy,2022-07-17,6t. 00min. ,1 stop BEG ,20:20–03:20+1,Air Serbia,"
1.409 kr. ",https://kayak.dk/book/flight?code=SfDifPla15.ZheJHZqHLmzKJvcpKN_waA.20013.69325dafc03249c2dae6db6f1238e1fc&h=ad61e6b4043e&sub=E-1806b77a48b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2,20220506-2201
4,63cy,2022-07-17,7t. 55min. ,1 stop ATH ,11:15–20:10,Aegean Airlines,"
1.502 kr. ",https://kayak.dk/book/flight?code=SfDifPla15.18wgSzIaLAlgpzrTH2pViLaYAeeTFjgE.21341.28b7949259d6c4721308d26dbc66cb5e&h=213769f8d76a&sub=E-1a5dd732813&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M3,20220506-2201
5,63cy,2022-07-17,6t. 50min. ,1 stop AMM ,15:55–23:45,Royal Jordanian,"
1.747 kr. ",https://kayak.dk/book/flight?code=SfDifPla15.ZheJHZqHLmzKJvcpKN_waA.24813.c55f8aae092063819f3b2ebf2f75d8f7&h=1552c5091b0d&sub=E-1806b77a48b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4,20220506-2201
6,63cy,2022-07-17,7t. 10min. ,1 stop SKG ,07:25–15:35,"SAS, Aegean Airlines","
1.843 kr. ",https://kayak.dk/book/flight?code=SfDifPla15.ZheJHZqHLmzKJvcpKN_waA.26180.37ab9bcdeb99550117f18e48d4c50b20&h=0966e73b9918&sub=E-1806b77a48b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5,20220506-2201
7,63cy,2022-07-17,7t. 10min. ,1 stop SKG ,07:25–15:35,Aegean Airlines,"
1.896 kr. ",https://kayak.dk/book/flight?code=SfDifPla15.18wgSzIaLAlgpzrTH2pViLaYAeeTFjgE.26938.a2ca7549ed86e17324b0f07896614d99&h=66048d01066f&sub=E-1a5dd732813&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6,20220506-2201
8,63cy,2022-07-17,5t. 50min. ,1 stop ATH ,11:15–18:05,Aegean Airlines,"
2.172 kr. ",https://kayak.dk/book/flight?code=SfDifPla15.tb4DAgHpn3sEdn9PX-8xhQ.30853.74e8f10ca5b5ecabd6c96ee2fd0c7957&h=beb7906cfcc7&sub=E-1189fc906d1&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7,20220506-2201
9,63cy,2022-07-17,5t. 50min. ,1 stop MUC ,12:45–19:35,Lufthansa,"
2.442 kr. ",https://kayak.dk/book/flight?code=SfDifPla15.Nm_k0mFYnq4.34694.330bced9540fb47c9a857c0d3f9f80cc&h=76cc293915c6&sub=E-1975ad8fe14&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8,20220506-2201
