,Destination,Out Date,Out Duration,Out Stops,Out Time,Company names,Price,Url,timestamp
0,63cy,2022-08-14,4t. 05min. ,direkte ,20:35–01:40+1,Wizz Air,"
449 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.HceeID8kIYIMlOqRgOKZ7A.6373.f59ade8b1858da9738628fbfb06044a8&h=d4539f5a48be&sub=E-1a6db5808ef&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0,20220506-2335
1,63cy,2022-08-14,5t. 50min. ,1 stop ATH ,11:15–18:05,Aegean Airlines,"
999 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.Fs5fII-p3hc0ejdxgNj3abaYAeeTFjgE.14191.cb3fac3dcf0067e4a0d761e0c3714de0&h=2ecc26fa88ea&sub=E-1b71ccbbfb5&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1,20220506-2335
2,63cy,2022-08-14,6t. 00min. ,1 stop BEG ,20:20–03:20+1,Air Serbia,"
1.407 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.FTZUJ6SC9iEmFcdAejOqIg.19984.f45928d29facd939470cf15ab86cf2e3&h=0cc68b3b7a15&_kw_pbranded=true&sub=E-109ceef5a38&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2,20220506-2335
3,63cy,2022-08-14,10t. 50min. ,1 stop ATH ,11:15–23:05,Aegean Airlines,"
831 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.Fs5fII-p3hc0ejdxgNj3abaYAeeTFjgE.11806.38d9303f6bdb5d30f5a486dfe460aae5&h=df7dd9931a6a&sub=E-1b71ccbbfb5&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M3,20220506-2335
4,63cy,2022-08-14,7t. 55min. ,1 stop ATH ,11:15–20:10,Aegean Airlines,"
1.054 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.HceeID8kIYIMlOqRgOKZ7A.14975.cc47407db3424f44f38d4313a49fd5b6&h=a1348001bb40&sub=E-1a6db5808ef&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4,20220506-2335
5,63cy,2022-08-14,5t. 50min. ,1 stop MUC ,12:45–19:35,Lufthansa,"
2.122 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.ZO8uPiOYZs0.30149.1455fb8aeab1b6fb3f7a286b4f6758cf&h=4f61f06f1cba&sub=E-1c9d07b710e&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5,20220506-2335
6,63cy,2022-08-14,13t. 05min. ,1 stop ATH ,11:15–01:20+1,Aegean Airlines,"
770 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.FTZUJ6SC9iEmFcdAejOqIg.10933.2158780becbe307c17b0d0a771318eba&h=9bf2fec6b066&_kw_pbranded=true&sub=E-109ceef5a38&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6,20220506-2335
7,63cy,2022-08-14,12t. 40min. ,1 stop BEG ,20:20–10:00+1,Air Serbia,"
877 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.-COZ-Slz34a7ImCnqdurig.12453.965e6ba79e010ab1e9eb49246657331c&h=539be953eed2&sub=E-164a9200d75&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7,20220506-2335
8,63cy,2022-08-14,12t. 25min. ,1 stop MUC ,06:10–19:35,Lufthansa,"
1.168 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.ZO8uPiOYZs0.16595.1c4094be43447450f919e1e79a33042d&h=e72bc9c81e48&sub=E-1c9d07b710e&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8,20220506-2335
9,63cy,2022-08-14,12t. 45min. ,1 stop ATH ,08:25–22:10,"SAS, TUS Airways","
1.336 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.eNCwACMVOeJpd4CyPwn0EI6M4XD8KcmF.18975.5e62eff4aef18648944ef376425ad586&h=9fc024c75994&sub=E-15e20529e1b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9,20220506-2335
10,63cy,2022-08-14,12t. 15min. ,"2 stop FRA, MUC ",06:20–19:35,Lufthansa,"
1.432 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.ZO8uPiOYZs0.20346.c7ef474a1fafd60e7acbe78a56b0ca9d&h=7463d249f1c7&sub=E-1ea799c2b64&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10,20220506-2335
11,63cy,2022-08-14,12t. 15min. ,"2 stop FRA, MUC ",06:20–19:35,Lufthansa,"
1.432 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.ZO8uPiOYZs0.20346.059eff9ae7c506721571f083c4a8e518&h=2f6b3a3d9761&sub=E-1ea799c2b64&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11,20220506-2335
12,63cy,2022-08-14,25t. 45min. ,"2 stop ATH, SKG ",11:15–14:00+1,Aegean Airlines,"
1.725 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.9lYSaCmVMIfX5HxgfjXj60KjG3h1fuZ4.24496.822719e5c101d4579d840d234f892f84&h=470c254a3f7c&sub=E-1fb6840c210&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12,20220506-2335
13,63cy,2022-08-14,25t. 45min. ,"2 stop ATH, SKG ",11:15–14:00+1,Aegean Airlines,"
1.725 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.9lYSaCmVMIfX5HxgfjXj60KjG3h1fuZ4.24496.243d498cd13c64489a4575440fed9d15&h=8d7887e5f646&sub=E-1fb6840c210&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13,20220506-2335
14,63cy,2022-08-14,10t. 55min. ,"2 stop MUC, ATH ",06:10–18:05,Aegean Airlines,"
1.879 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.HceeID8kIYIMlOqRgOKZ7A.26690.e1670c259d2bbad617575297c346b26a&h=3c60dc4e2f71&sub=E-1a6db5808ef&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14,20220506-2335
15,63cy,2022-08-14,36t. 10min. ,"3 stop GDN, WAW, ... ",07:55–21:05+1,"Ryanair, LOT","
876 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.eNCwACMVOeJpd4CyPwn0EI6M4XD8KcmF.12439.abed6263c6245e589f2edf2302d02a34&h=73bf9db09c21&sub=E-1bb60be310f&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15,20220506-2335
16,63cy,2022-08-14,36t. 10min. ,"3 stop GDN, WAW, ... ",07:55–21:05+1,"Ryanair, LOT","
876 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.eNCwACMVOeJpd4CyPwn0EI6M4XD8KcmF.12439.c43d3ec73571bbe44b91ee4f13651b0e&h=775287606964&sub=E-1bb60be310f&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M16,20220506-2335
17,63cy,2022-08-14,36t. 10min. ,"3 stop GDN, WAW, ... ",07:55–21:05+1,"Ryanair, LOT","
876 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.eNCwACMVOeJpd4CyPwn0EI6M4XD8KcmF.12439.636ecd57445eb9b7bf32f9706d704d7b&h=c989b8f3c6d9&sub=E-1bb60be310f&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M17,20220506-2335
18,63cy,2022-08-14,36t. 10min. ,"3 stop GDN, WAW, ... ",07:55–21:05+1,"Ryanair, LOT","
876 kr. ",https://kayak.dk/book/flight?code=SjACRfks9x.eNCwACMVOeJpd4CyPwn0EI6M4XD8KcmF.12439.a381d73629229722634967e2bff40ee6&h=a6ac3888c9fb&sub=E-1bb60be310f&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M18,20220506-2335
