,Destination,Out Date,Out Duration,Out Stops,Out Time,Company names,Price,Url,timestamp
0,118cy,14 juli,6t. 10min. ,1 stop WAW ,14:00–20:10,Wizz Air,"
471 kr. ",https://kayak.dk/s/clickthrough.jsp?ctyp=SponsoredResultAdBooking&ptyp=F&orig=F..RP..M2&plid=9965447&pid=MyTrip_FSR_da_DK&prv=MyTrip_FSR_da_DK&srch=LPFCjpVNKf&ploc=da_DK&atype=SponsoredResult&prc=471.00&cpnid=7073550&xpExt=&aidExt=&lid=MyTrip_FSR_da_DK-LPFCjpVNKf&qorig=Airport:CPH&octid=&qdest=Airport:VCE&qstart=1657771200000&qend=1657771200000&qtravelers=2&qrooms=0&qow=true&qfcc=e&qdctid=8997&qdac=VCE&qshour=-1&qehour=-1&qns=false&qnearby=0&qnearbyo=false&qnearbyd=false&pj=fEOIOOjpbH4OJ1TGW57whw==&ah=GIDQoNlCKu3K0BcxgPec7gzI9467SRICP$V8Hp5DvLE&resid=06f4a54c1fefa9378466f4a66657daa3&bookid=E-1189fc906d1&seekProv=SEAT24&trueProv=SEAT24&fid=&rank=2&stid=&qadults=2&qchild=0&_sid_=R-5QYOIpTE3KURhk331a7GV-c0GUQK53BaF0Dgpm2gKHNmrgi773VxwrBP3k5wq77&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1,20220505-1343
1,118cy,14 juli,2t. 05min. ,direkte ,18:20–20:25,Ryanair,"
782 kr. ",https://kayak.dk/book/flight?code=LPFCjpVNKf.jw13uSv2aSsWFqH_7WKiog.11081.6cb60435fbd4ff52303389e4fc8fa622&h=e1a66e09f851&sub=E-1ae590733e2&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0,20220505-1343
2,118cy,14 juli,27t. 50min. ,1 stop WAW-WMI ,14:00–17:50+1,"Wizz Air, Ryanair","
417 kr. ",https://kayak.dk/book/flight?code=LPFCjpVNKf.47F3EeHCWiIEdn9PX-8xhQ.5913.bf7de6de9cd6aaa7097a88cbdec33b71&h=4a27914aa3a1&sub=E-1cbc5e05294&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1,20220505-1343
3,118cy,14 juli,2t. 40min. ,direkte ,18:20–21:00,Ryanair,"
726 kr. ",https://kayak.dk/book/flight?code=LPFCjpVNKf.0Cx9insxRz2lB60_7nlgXQ.10294.3b305ac5c629c884662c31f67d91d7e9&h=68e7be91edde&sub=E-1b23ea58c98&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2,20220505-1343
4,118cy,14 juli,2t. 35min. ,direkte ,18:10–20:45,Norwegian,"
852 kr. ",https://kayak.dk/book/flight?code=LPFCjpVNKf.0Cx9insxRz2lB60_7nlgXQ.12081.a02971c8b2006fad2a91a5fb5ba2f764&h=d442759b5c01&sub=E-10d8a89f4e9&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M3,20220505-1343
5,118cy,14 juli,2t. 35min. ,direkte ,06:15–08:50,Norwegian,"
852 kr. ",https://kayak.dk/book/flight?code=LPFCjpVNKf.0Cx9insxRz2lB60_7nlgXQ.12081.06dfa239bd31c8de68a48eed55ead40e&h=5e8858f7d85a&sub=E-10d8a89f4e9&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4,20220505-1343
6,118cy,14 juli,2t. 35min. ,direkte ,07:40–10:15,SAS,"
945 kr. ",https://kayak.dk/book/flight?code=LPFCjpVNKf.ZheJHZqHLmzKJvcpKN_waA.13388.e4d7aa012928aa8c9d090cbf8168f107&h=5a57289c89c3&sub=E-1806b77a48b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5,20220505-1343
7,118cy,14 juli,2t. 05min. ,direkte ,12:40–14:45,SAS,"
1.186 kr. ",https://kayak.dk/book/flight?code=LPFCjpVNKf.ZheJHZqHLmzKJvcpKN_waA.16811.d34fd8e5f79789d2a9a540d3e224d8d6&h=b457f01ce9ee&sub=E-1806b77a48b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6,20220505-1343
8,118cy,14 juli,4t. 20min. ,1 stop WAW ,07:00–11:20,LOT,"
931 kr. ",https://kayak.dk/book/flight?code=LPFCjpVNKf.ZheJHZqHLmzKJvcpKN_waA.13200.0b1ef87b263f0b5161f30aae255e38fd&h=97e9ca3d2bdc&sub=E-1806b77a48b&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7,20220505-1343
9,118cy,14 juli,3t. 25min. ,1 stop MUC ,19:30–22:55,Lufthansa,"
1.236 kr. ",https://kayak.dk/book/flight?code=LPFCjpVNKf.glFHOAdR1PwEdn9PX-8xhQ.17526.85431caaf57a4a585153bab1f2b90eea&h=61b629797e03&sub=E-15d201eaa79&payment=0.00:DKK:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8,20220505-1343
